 :<PROG=1 SEG=M  TRM=9999 SYS=+20 PRB1=+24 PRB2=+23 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 414 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 414 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 413 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 413 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 413 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 413 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 412 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 412 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 412 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 412 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 411 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 411 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 411 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 410 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 410 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 410 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 410 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 409 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 409 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 409 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 409 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 408 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 408 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 408 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 407 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 407 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 407 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 407 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 406 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 406 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 406 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 405 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 405 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 405 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 405 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 404 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 404 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 404 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 404 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 403 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 403 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 403 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 402 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 402 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 402 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 402 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 401 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 401 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 401 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 400 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 400 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 400 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 400 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 399 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 399 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 399 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 399 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 398 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 398 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 398 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 397 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 397 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 397 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 397 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 396 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 396 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 396 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 395 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 395 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 395 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 395 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 394 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 394 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 394 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 394 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 393 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 393 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 393 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 392 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 392 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 392 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 392 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 391 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 391 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 391 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 390 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 390 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 390 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 390 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 389 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 389 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 389 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 389 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 388 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 388 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 388 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 387 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 387 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 387 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 387 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 386 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 386 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 386 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 386 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 385 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 385 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 385 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 384 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 384 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 384 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 384 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 383 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 383 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 383 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 382 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 382 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 382 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 382 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 381 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 381 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 381 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 381 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 380 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 380 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 380 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 379 SYS=-41 PRB1=-33 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 379 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 379 SYS=-41 PRB1=-33 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 379 SYS=-41 PRB1=-32 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 378 SYS=-41 PRB1=-33 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 378 SYS=-41 PRB1=-33 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 378 SYS=-41 PRB1=-33 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 377 SYS=-41 PRB1=-33 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 377 SYS=-41 PRB1=-33 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 377 SYS=-41 PRB1=-33 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 377 SYS=-41 PRB1=-33 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 376 SYS=-41 PRB1=-33 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 376 SYS=-41 PRB1=-33 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 376 SYS=-41 PRB1=-33 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 376 SYS=-41 PRB1=-33 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 375 SYS=-41 PRB1=-33 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 375 SYS=-41 PRB1=-33 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 375 SYS=-41 PRB1=-33 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 374 SYS=-41 PRB1=-33 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 374 SYS=-41 PRB1=-33 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 374 SYS=-41 PRB1=-33 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 374 SYS=-41 PRB1=-33 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 373 SYS=-41 PRB1=-33 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 373 SYS=-41 PRB1=-33 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 373 SYS=-41 PRB1=-33 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 372 SYS=-41 PRB1=-33 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 372 SYS=-41 PRB1=-33 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 372 SYS=-41 PRB1=-33 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 372 SYS=-41 PRB1=-33 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 371 SYS=-41 PRB1=-33 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 371 SYS=-41 PRB1=-33 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 371 SYS=-41 PRB1=-33 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 371 SYS=-41 PRB1=-33 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 370 SYS=-41 PRB1=-33 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 370 SYS=-41 PRB1=-33 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 370 SYS=-41 PRB1=-33 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 369 SYS=-41 PRB1=-33 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 369 SYS=-41 PRB1=-33 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 369 SYS=-41 PRB1=-33 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 369 SYS=-41 PRB1=-33 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 368 SYS=-41 PRB1=-33 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 368 SYS=-41 PRB1=-33 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 368 SYS=-41 PRB1=-33 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 368 SYS=-41 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 367 SYS=-41 PRB1=-33 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 367 SYS=-41 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 367 SYS=-41 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 366 SYS=-41 PRB1=-33 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 366 SYS=-41 PRB1=-33 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 366 SYS=-41 PRB1=-33 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 366 SYS=-41 PRB1=-33 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 365 SYS=-41 PRB1=-33 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 365 SYS=-41 PRB1=-33 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 365 SYS=-41 PRB1=-33 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 364 SYS=-41 PRB1=-33 PRB2=-31 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 364 SYS=-41 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 364 SYS=-41 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 364 SYS=-41 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 363 SYS=-41 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 363 SYS=-41 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 363 SYS=-41 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 363 SYS=-41 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 362 SYS=-41 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 362 SYS=-41 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 362 SYS=-41 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 361 SYS=-41 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 361 SYS=-41 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 361 SYS=-41 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 361 SYS=-41 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 360 SYS=-41 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 360 SYS=-41 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 360 SYS=-41 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 359 SYS=-41 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 359 SYS=-41 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 359 SYS=-41 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 359 SYS=-41 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 358 SYS=-41 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 358 SYS=-41 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 358 SYS=-41 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 358 SYS=-41 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 357 SYS=-41 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 357 SYS=-41 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 357 SYS=-41 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 356 SYS=-41 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 356 SYS=-41 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 356 SYS=-41 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 356 SYS=-41 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 355 SYS=-41 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 355 SYS=-41 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 355 SYS=-41 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 354 SYS=-41 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 354 SYS=-41 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 354 SYS=-41 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 354 SYS=-41 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 353 SYS=-41 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 353 SYS=-41 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 353 SYS=-41 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 353 SYS=-41 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=2H TRM= 352 SYS=-41 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
